,Location Finding,File Sharing,Report Syncing,Chat Protocol,Map Access,Hardware Platform,Connectivity,Database,Architectural Pattern,Data Exchange Format,ENB,Risk,Optimal
3713,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,14.125035691223678,1.0,No
3714,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,13.967313068747233,1.0,No
3715,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,XML,14.710106732716302,1.0,No
3716,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,14.793895994564725,1.0,No
3717,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,14.636173372088297,1.0,No
3718,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,XML,14.251970452979169,1.0,No
3719,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,Compressed XML,14.335759714827686,1.0,No
3720,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,14.178037092351317,1.0,No
3721,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,XML,14.347253050600488,1.0,No
3722,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Compressed XML,14.431042312448882,1.0,No
3723,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Unformatted data,14.273319689972562,1.0,No
3724,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,XML,15.016113353941622,1.0,No
3725,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,Compressed XML,15.099902615790025,1.0,No
3726,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,Unformatted data,14.942179993313603,1.0,No
3727,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,XML,14.557977074204437,1.0,No
3728,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,14.641766336052882,1.0,No
3729,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,Unformatted data,14.484043713576455,1.0,No
3730,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,14.214699475230871,1.0,No
3731,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,14.2984887370793,1.0,No
3732,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,14.14076611460295,1.0,No
3733,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,XML,14.883559778572033,1.0,No
3734,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,Compressed XML,14.967349040420414,1.0,No
3735,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Client-Server,Unformatted data,14.809626417943987,1.0,No
3736,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,XML,14.425423498834888,1.0,No
3737,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,Compressed XML,14.50921276068326,1.0,No
3738,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,14.351490138206922,1.0,No
3739,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,XML,14.275525494863096,1.0,No
3740,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Compressed XML,14.359314756711523,1.0,No
3741,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Peer-to-peer,Unformatted data,14.20159213423506,1.0,No
3742,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Client-Server,XML,14.944385798204163,1.0,No
3743,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Client-Server,Compressed XML,15.028175060052543,1.0,No
3744,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Client-Server,Unformatted data,14.870452437576176,1.0,No
3745,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Push-based,XML,14.486249518467092,1.0,No
3746,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Push-based,Compressed XML,14.570038780315473,1.0,No
3747,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,MySQL,Push-based,Unformatted data,14.41231615783909,1.0,No
3748,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,XML,14.142971919493423,1.0,No
3749,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,14.226761181341907,1.0,No
3750,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Unformatted data,14.069038558865543,1.0,No
3751,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Client-Server,XML,14.811832222834536,1.0,No
3752,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Client-Server,Compressed XML,14.895621484683044,1.0,No
3753,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Client-Server,Unformatted data,14.73789886220659,1.0,No
3754,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Push-based,XML,14.353695943097458,1.0,No
3755,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Push-based,Compressed XML,14.437485204945983,1.0,No
3756,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Bluetooth,sqLite,Push-based,Unformatted data,14.279762582469461,1.0,No
3757,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,XML,14.62505350537727,1.0,No
3758,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Compressed XML,14.708842767225768,1.0,No
3759,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Peer-to-peer,Unformatted data,14.551120144749342,1.0,No
3760,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Client-Server,XML,15.293913808718356,1.0,No
3761,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Client-Server,Compressed XML,15.377703070566788,1.0,No
3762,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Client-Server,Unformatted data,15.219980448090375,1.0,No
3763,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Push-based,XML,14.835777528981291,1.0,No
3764,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Push-based,Compressed XML,14.919566790829649,1.0,No
3765,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Push-based,Unformatted data,14.761844168353313,1.0,No
3766,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,XML,14.492499930007684,1.0,No
3767,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Compressed XML,14.576289191856084,1.0,No
3768,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,Unformatted data,14.41856656937974,1.0,No
3769,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,15.161360233348836,1.0,No
3770,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,Compressed XML,15.245149495197282,1.0,No
3771,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,Unformatted data,15.08742687272084,1.0,No
3772,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Push-based,XML,14.70322395361168,1.0,No
3773,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Push-based,Compressed XML,14.78701321546002,1.0,No
3774,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Push-based,Unformatted data,14.629290592983724,1.0,No
3775,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,XML,14.405362221164225,1.0,No
3776,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,14.489151483012584,1.0,No
3777,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,14.331428860536143,1.0,No
3778,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,XML,15.074222524505313,1.0,No
3779,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Compressed XML,15.158011786353681,1.0,No
3780,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Unformatted data,15.000289163877317,1.0,No
3781,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,XML,14.616086244768269,1.0,No
3782,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Compressed XML,14.699875506616587,1.0,No
3783,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Unformatted data,14.542152884140156,1.0,No
3784,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,XML,14.272808645794665,1.0,No
3785,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,14.35659790764309,1.0,No
3786,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,14.198875285166656,1.0,No
3787,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,XML,14.94166894913567,1.0,No
3788,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Compressed XML,15.025458210984128,1.0,No
3789,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,Unformatted data,14.86773558850772,1.0,No
3790,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,XML,14.483532669398683,1.0,No
3791,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Compressed XML,14.567321931247058,1.0,No
3792,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,14.409599308770703,1.0,No
3793,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,14.578815267019964,1.0,No
3794,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Compressed XML,14.662604528868377,1.0,No
3795,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,14.504881906391933,1.0,No
3796,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Client-Server,XML,15.247675570361057,1.0,No
3797,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Client-Server,Compressed XML,15.331464832209484,1.0,No
3798,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Client-Server,Unformatted data,15.173742209733065,1.0,No
3799,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Push-based,XML,14.78953929062395,1.0,No
3800,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Push-based,Compressed XML,14.873328552472271,1.0,No
3801,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Push-based,Unformatted data,14.715605929995844,1.0,No
3802,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,XML,14.446261691650294,1.0,No
3803,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Compressed XML,14.530050953498748,1.0,No
3804,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Unformatted data,14.372328331022421,1.0,No
3805,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Client-Server,XML,15.115121994991418,1.0,No
3806,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Client-Server,Compressed XML,15.198911256839928,1.0,No
3807,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Client-Server,Unformatted data,15.041188634363419,1.0,No
3808,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Push-based,XML,14.656985715254438,1.0,No
3809,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Push-based,Compressed XML,14.740774977102815,1.0,No
3810,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,14.583052354626302,1.0,No
3811,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,XML,14.507087711282532,1.0,No
3812,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Compressed XML,14.590876973130921,1.0,No
3813,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Peer-to-peer,Unformatted data,14.433154350654542,1.0,No
3814,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,XML,15.175948014623557,1.0,No
3815,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Compressed XML,15.259737276472027,1.0,No
3816,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Unformatted data,15.102014653995669,1.0,No
3817,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Push-based,XML,14.717811734886508,1.0,No
3818,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Push-based,Compressed XML,14.80160099673479,1.0,No
3819,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Push-based,Unformatted data,14.643878374258444,1.0,No
3820,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,14.374534135912949,1.0,No
3821,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Compressed XML,14.458323397761328,1.0,No
3822,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Unformatted data,14.30060077528496,1.0,No
3823,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,XML,15.043394439254017,1.0,No
3824,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Compressed XML,15.12718370110247,1.0,No
3825,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,14.969461078626034,1.0,No
3826,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,XML,14.585258159516886,1.0,No
3827,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,Compressed XML,14.6690474213653,1.0,No
3828,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,14.511324798888928,1.0,No
3829,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Peer-to-peer,XML,14.830278288030708,1.0,No
3830,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Peer-to-peer,Compressed XML,14.914067549879038,1.0,No
3831,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Peer-to-peer,Unformatted data,14.756344927402736,1.0,No
3832,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,XML,15.499138591371763,1.0,No
3833,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,Compressed XML,15.582927853220207,1.0,No
3834,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Client-Server,Unformatted data,15.425205230743813,1.0,No
3835,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,XML,15.041002311634712,1.0,No
3836,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,Compressed XML,15.124791573483101,1.0,No
3837,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Push-based,Unformatted data,14.967068951006667,1.0,No
3838,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,XML,14.697724712661088,1.0,No
3839,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Compressed XML,14.781513974509592,1.0,No
3840,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Unformatted data,14.623791352033077,1.0,No
3841,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,XML,15.366585016002198,1.0,No
3842,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,15.450374277850582,1.0,No
3843,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Unformatted data,15.292651655374197,1.0,No
3844,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Push-based,XML,14.90844873626511,1.0,No
3845,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Push-based,Compressed XML,14.992237998113417,1.0,No
3846,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Push-based,Unformatted data,14.83451537563714,1.0,No
3847,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,XML,14.610587003817566,1.0,No
3848,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,14.69437626566601,1.0,No
3849,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,14.536653643189664,1.0,No
3850,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,15.279447307158652,1.0,No
3851,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,15.363236569007107,1.0,No
3852,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,15.205513946530703,1.0,No
3853,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,14.821311027421618,1.0,No
3854,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Compressed XML,14.905100289269994,1.0,No
3855,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Unformatted data,14.747377666793566,1.0,No
3856,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,XML,14.478033428448022,1.0,No
3857,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,14.56182269029649,1.0,No
3858,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,14.404100067820048,1.0,No
3859,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,XML,15.14689373178915,1.0,No
3860,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,15.230682993637613,1.0,No
3861,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Unformatted data,15.072960371161171,1.0,No
3862,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,XML,14.688757452052016,1.0,No
3863,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Compressed XML,14.772546713900415,1.0,No
3864,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,14.614824091424078,1.0,No
3865,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,XML,14.784040049673248,1.0,No
